ID,SMILES,Heavy_Atoms
MR_Gen_299,c1ccc2c(c1)B1c3ccccc3N3c4ccccc4B4c5cnccc5N5c6ccccc6B(c6cccc7ccccc67)c6c-2c1c3c4c65,51
MR_Gen_300,c1ccc2c(c1)B1c3cc4c5c6c3N3c7c(ccc-2c71)B1c2ccc7ccccc7c2-c2ccc(c3c21)B6c1cccc2c3cccc(c3n-5c12)O4,52
MR_Gen_301,c1ccc2c(c1)B(c1cccc3ccccc13)c1c3c4c5c6c1N2c1ccncc1B6c1ccccc1N5c1ccccc1B4c1c-3ccc2ccccc12,55
MR_Gen_302,O=S1(=O)c2nc3c4c5c2-n2c6c7c(ccc6c6c8ccoc8cc1c62)N(c1ccccc1)c1ccc2c6ccc8c(c6n-4c2c1B57)B3c1ccccc1-8,53
MR_Gen_303,c1ccc2c(c1)B1c3ccc4c5c3-n3c6c1c-2ccc6c1cc2occc2c(c13)B5c1cccc2c1N4c1ccccc1B2c1ccc2occc2c1,53
MR_Gen_304,c1cc2c3c(c1)-c1c4c5c6c7c1c1cc8ccccc8cc1n7-c1ccc7ccoc7c1B6c1cccc6c7ccc-2c(c7n-5c16)B34,47
MR_Gen_305,c1ccc2c(c1)B1c3cc4ccccc4cc3-c3c1c1c4c5c3B(c3cccc6ccccc36)c3ccccc3N5c3ccncc3B4c3ccccc3N21,55
MR_Gen_306,O=S1(=O)c2c3c4c5c6c2-n2c7c(cccc7c7cccc1c72)B6c1cc2ccccc2c2c6ccc7c(c6n-5c12)B4c1c-3cc2ccoc2c1-7,50
MR_Gen_307,c1ccc(N2c3ccc4c5c3B3c6c2ccc2c6-n6c7c(cccc7c7c8ccoc8c(c3c76)B5c3cc5ccccc5cc3-4)S2)cc1,48
MR_Gen_308,c1ccc(B2c3ccccc3N3c4ccc5c6c4B(c4ccccc4N6c4cccc6c4B5c4c-6ccc5ccccc45)c4cccc2c43)cc1,51
MR_Gen_309,O=C1c2cncc3c2B2c4c5c6c(c7c4N3c3ccccc3S7(=O)=O)-c3cccc4c3B6c3c(cc6ccccc6c3-4)N5c3cc4ccccc4c1c32,53
MR_Gen_310,O=P1(c2cnccn2)c2cccc3c2N2c4c1ccc1c4B(c4ccccc4-1)c1c2c2c(c4ccccc14)-n1c4ccccc4c4cccc(c41)B32,52
MR_Gen_311,c1ccc(B2c3cccc4c3B3c5c-4cccc5N4c5ccccc5B5c6c4c3c2c2oc3cccc4c3-n(c62)c2c5ccc3c5ccccc5n4c32)cc1,55
MR_Gen_312,O=S1(=O)c2ccc3c4c2N2c5c(cc6c7c5B5c8c(ccc1c82)-c1ccc2c8c9ccoc9cc(c8n-7c2c15)S6(=O)=O)B4c1ccccc1-3,49
MR_Gen_313,c1ccc(N2c3cccc4c3N3c5c(cc6c7c5B4c4ccccc4N7c4ccccc4O6)B4c5c(ccc2c53)-c2ccc3ccoc3c24)cc1,51
MR_Gen_314,c1ccc2c(c1)Oc1c3c4c5c6c1N2c1ccc2c7c1B6c1c(ccc6c8c9ccccc9c9c(c8n-5c16)B4c1c-3cccc1-9)B7c1ccccc1S2,53
MR_Gen_315,c1ccc(B2c3ccc4c5c3B3c6c(cccc6N(c6cccc7c6oc6ccccc67)c6cc7oc8ccccc8c7c2c63)N5c2ccccc2[Se]4)cc1,55
MR_Gen_316,c1ccc(B2c3cccc4c3B3c5c2ccc2c5N(c5ccccc5B2c2ccccc2)c2ccc5c(c23)N4c2ccccc2N5c2ccccc2)cc1,54
MR_Gen_317,c1ccc2c(c1)B1c3cc4c5c6c3N(c3cccc7c3B6c3c(ccc6c8cccc(c8n-5c36)O4)S7)c3cccc-2c31,42
MR_Gen_318,c1ccc(N2c3cc4oc5ccccc5c4cc3B3c4cccc5c4N4c6c(cccc6N(c6ccccc6)c6ccc2c3c64)[Se]5)cc1,48
MR_Gen_319,c1ccc(B2c3ccccc3B3c4cccc5c4B4c6c(cccc6N(c6ccccc6)c6ccc2c3c64)N5c2ccccc2)cc1,47
MR_Gen_320,c1ccc(N2c3cc4oc5ccccc5c4cc3B3c4ccccc4N(c4ccc5ccccc5c4)c4cccc2c43)cc1,44
MR_Gen_321,c1ccc(N2c3ccccc3B3c4c2ccc2c4N(c4ccccc4B2c2ccccn2)c2ccc4ccccc4c23)cc1,44
MR_Gen_322,c1ccc2c(c1)B1c3cccc4c3B3c5c(ccc-2c51)N1c2cccc5c2B2c6c-5cccc6-c5c6c(c3c1c52)N4c1cc2ccccc2cc1O6,52
MR_Gen_323,c1ccc(N2c3cccc4c3B(c3ccc5ccccc5c3N4c3ccc4occc4c3)c3ccc4oc5ccccc5c4c32)cc1,47
MR_Gen_324,O=c1c2ccccc2n2c3c(c4oc5ccccc5c4cc13)B1c3cc4ccccc4cc3N3c4cccc5c4B(c4ccccc4-5)c4ccc-2c1c43,53
MR_Gen_325,c1ccc2c(c1)Oc1cc3c4c5c1B2c1ccccc1N5c1ccc2c5c1B4c1c-3cccc1N5c1cccc3c1B2c1ccccc1-3,48
MR_Gen_326,c1ccc2c(c1)B1c3cc4c5c6c3N3c7c8c(cc9c7-n7c%10c(cccc%10c%10cc-2c1c3c%107)O9)-c1ccc2c3cccc(c3n-5c2c1B86)O4,49
MR_Gen_327,O=S1(=O)c2ccc3c4ccc5c6c4n4c3c2B2c3c-4c4c(c7c3-n3c8c(cccc8c8c9ccccc9c1c2c83)S7(=O)=O)-c1cccc-5c1B46,50
MR_Gen_328,c1ccc(N2c3cc4c5c6c3B(c3ccccc3N6c3ccccc3B5c3ccccc3-4)c3ccc4ccccc4c32)cc1,44
MR_Gen_329,c1ccc(-n2c3ccccc3c3c(N4c5cccc6c5B5c7c-6cccc7N6c7ccccc7Oc7ccc4c5c76)c4c(cc32)oc2ccccc24)cc1,54
MR_Gen_330,c1ccc2c(c1)Oc1c3c4c5c6c1N2c1cccc2c1B6c1c6c(cc7c8ccc9c(c8n-5c17)B4c1c-9cccc1-3)[Se]c1ccccc1N26,49
MR_Gen_331,c1ccc(N2c3cccc4c3B3c5c(cccc5N(c5cccc6c5oc5ccccc56)c5cccc2c53)B4c2cccc3ccccc23)cc1,51
MR_Gen_332,c1ccc(N2c3ccccc3B3c4cc5ccccc5cc4N4c5cccc6c5B(c5ccccc5-6)c5ccc2c3c54)cc1,44
MR_Gen_333,O=S1(=O)c2ccccc2N2c3ccccc3B3c4c2c1c1c2c4-n4c5c3cccc5c3ccc5c(c34)B2c2c-5cc3ccccc3c2B1c1ccccc1,54
MR_Gen_334,c1ccc2c(c1)Sc1cccc3c1N2c1cccc2c1B3c1cccc3c1N2c1c(ccc2c1c1ccccc1n2-c1cccc2ccccc12)[Se]3,52
MR_Gen_335,c1ccc2c(c1)B1c3ccccc3N3c4ncccc4B4c5cnccc5N5c6ccccc6B(c6cccc7cnc8ccccc8c67)c6c-2c1c3c4c65,55
MR_Gen_336,c1ccc(B2c3ccccc3N3c4ccc5ccccc5c4B4c5cccc6c5N(c5ccc2c3c54)c2ccc3ccccc3c2N6c2ccccc2)cc1,55
MR_Gen_337,O=S1(=O)c2cc3c4c5c2-n2c6c1cccc6c1c6ccccc6cc(c12)B5c1ccccc1N4c1c2c(cc4occc14)-c1ccccc1B32,50
MR_Gen_338,O=c1c2ccc3c4c2n2c5c6c(ccc15)N(c1ccccc1)c1cccc5c1B6c1c6c(cc(c1-2)B4c1ccccc1-3)S(=O)(=O)c1cc2occc2cc1N56,55
MR_Gen_339,O=S1(=O)c2cc3occc3cc2N2c3c1cc1c4c3B3c5c(cccc5N4c4cccc5c4B1c1ccccc1-5)-c1cc4ccccc4c2c13,50
MR_Gen_340,c1ccc(B2c3ccccc3N3c4cccc5c4B(c4ccc6oc7ccccc7c6c4N5c4ccccc4)c4c3c2cc2ccccc42)cc1,51
MR_Gen_341,O=S1(=O)c2cc3occc3cc2N2c3cccc4c3B3c5c-4ccc4c5N5c6c(ccc7c6B(c6cc1c2c3c65)c1ccc2ccc3ccccc3c2c1-7)O4,55
MR_Gen_342,c1ccc(N2c3ccccc3B3c4c2cc2c5c4N(c4ccc6occc6c43)c3c4c(cc6c3oc3ccccc36)-c3cccc-2c3B54)cc1,50
MR_Gen_343,c1ccc2c(c1)Sc1cccc3c1B2c1cc2c4ccccc4n4c2c2c1N3c1c(ccc3ccccc13)B2c1ccccc1-4,45
MR_Gen_344,O=P1(c2ccccc2)c2cccc3c2B2c4c1ccc1c5cccc6c7c8c9c(c2c7n(c41)c56)N3c1ccccc1B9c1cccc2c1B8c1ccccc1-2,55
MR_Gen_345,c1cc2c3c(c1)Sc1cc4ccccc4c4c1N3c1c(c3c5c6c1B4c1cccc4c7ccc8c(c7n-6c14)B5c1c-8cc4ccccc4c1-3)O2,50
MR_Gen_346,c1ccc(B2c3ccccc3N3c4ccc5c6c4B(c4ccccc4N6c4ccccc4B5c4ccccc4)c4cccc2c43)cc1,47
MR_Gen_347,c1ccc(B2c3cccc4c3N3c5c6c(c7ccccc7c5B5c7ccccc7-c7c5c3c2c2occc72)N(c2ccccc2)c2ccccc2B46)cc1,54
MR_Gen_348,O=c1c2cc3ccc4ccccc4c3cc2n2c3c4c(ccc13)N(c1ccccc1)c1cc3oc5ccccc5c3cc1B4c1ccccc1-2,50
MR_Gen_349,c1cc2c3c(c1)B1c4cc5c(cc4N(c4ccc6occc6c4)c4c1c1c(c6cccc(c6n1-3)[Se]2)c1occc41)oc1ccccc15,47
MR_Gen_350,c1ccc2c(c1)B1c3ccccc3N3c4ncccc4B4c5cnccc5N5c6ccccc6B(c6cccc7cnccc67)c6c-2c1c3c4c65,51
MR_Gen_351,c1ccc2c(c1)Oc1cc3c4c5c1N2c1cccc2c1B5c1c-2cc2c5c6ccoc6ccc5n5c2c1N4c1c-5ccc2c1B3c1ccccc1-2,51
MR_Gen_352,O=S1(=O)c2ccccc2N2c3cc4cc5ccccc5cc4cc3B3c4ccccc4N4c5cccc6c5B(c5ccccc5-6)c5cc1c2c3c54,51
MR_Gen_353,c1ccc2c(B3c4ccc5c6c4-n4c7c3cccc7c3cc7ccccc7c(c34)B6c3cccc4c6c7ccccc7ccc6n-5c34)cccc2c1,52
MR_Gen_354,O=c1c2cc3c4cccc5oc6c7c8c9c%10c6n(c3c3c2n2c6c(c%11c(cc6[se]c6cccc1c62)c1ccc2c(c1n%11-9)B8c1c-2cccc1-7)B%103)c54,51
MR_Gen_355,c1ccc(B2c3ccccc3B3c4ccccc4N4c5ccc6c7c5B(c5ccccc5N7c5cccc7c5B6c5ccccc5-7)c5ccc2c3c54)cc1,54
MR_Gen_356,O=c1c2ccccc2n2c3c4c(ccc13)-c1ccc3c5c1B4c1c4c(c6ccccc6c1-2)B1c2ccccc2-c2c1c(c(c1ccccc21)O3)N54,51
MR_Gen_357,c1cc2c3c(c1)-n1c4c5c(c6c7cccnc7oc6c4c4ccc6c7ccccc7oc6c41)-c1ccc4c(c1B35)N2c1c(ccc2ccoc12)[Se]4,51
MR_Gen_358,c1ccc2c(c1)B1c3c-2ncc2c3N3c4c(cccc4B4c5ccccc5N(c5ccc6ccccc6c5)c5c4c3c1c1ccccc51)S2,49
MR_Gen_359,c1ccc(B2c3ccccc3N3c4ccncc4B4c5ccccc5N(c5ccc6c(c5)c5ccccc5n6-c5ccccc5)c5ccc2c3c54)cc1,53
MR_Gen_360,c1ccc2c(c1)B1c3ccc4c5c3N3c6c(ccc-2c61)B1c2c3c(cc3c2-n2c6c(cccc6c6cccc1c62)O3)B5c1ccccc1-4,48
MR_Gen_361,c1ccc(N2c3cc4ccccc4c4c3B3c5c(cccc5N(c5ccccc5)c5c3c2cc2oc3ccccc3c52)N4c2ccc3occc3c2)cc1,54
MR_Gen_362,c1cc2c3c(c1)-c1c4c5c6c7c1B3c1c-2ccc2c3ccc8c(c3n-7c12)B6c1c(ccc2c3c6occc6cc(c3n-5c12)O4)S8,45
MR_Gen_363,O=S1(=O)c2ccccc2N2c3cc4cc5ccccc5cc4cc3B3c4ccccc4N4c5c(cc1c2c53)B1c2ccccc2-c2cc3occc3c4c21,54
MR_Gen_364,c1ccc(B2c3cccc4c3B3c5c2cccc5N2c5ccccc5N(c5ccccc5)c5ccc(c3c52)N4c2ccccc2)cc1,47
MR_Gen_365,c1ccc(N2c3ccccc3B3c4cccc5c4N(c4c3c2cc2ccccc42)c2c(ccc3c2c2ccccc2n3-c2ccccc2)[Se]5)cc1,51
MR_Gen_366,O=c1c2cc3c4ccc5c6c4n4c3c3c2n2c7c8c(ccc7c7cccc1c72)N1c2cc7ccoc7cc2S(=O)(=O)c2cc(c-4c(c21)B38)B6c1ccccc1-5,55
MR_Gen_367,c1ccc(N2c3cc4ccccc4cc3B3c4cccc5c4N(c4cccc2c43)c2c(ccc3c2c2ccccc2n3-c2cccc3ccccc23)[Se]5)cc1,55
MR_Gen_368,c1ccc(B2c3ccccc3N3c4ccc5ccc6ccccc6c5c4B4c5ccccc5N(c5ccc6ccccc6c5)c5ccc2c3c54)cc1,52
MR_Gen_369,c1ccc(B2c3ccccc3N3c4c2cccc4B2c4cc5c(cc4N(c4ccccc4)c4cc6oc7ccccc7c6c3c42)oc2ccccc25)cc1,54
MR_Gen_370,O=S1(=O)c2cc3c4c5c2-n2c6c1cccc6c1c6ccccc6cc(c12)B5c1ccccc1N4c1c2c(cc4ocnc14)-c1ccccc1B32,50
MR_Gen_371,c1ccc(-n2c3cccc4c3-n3c5c(cccc52)B2c5ccccc5N5c6cccc7c6B(c6ccccc6-7)c6c5c2c3c2c6c3ccccc3n42)cc1,54
MR_Gen_372,c1ccc(B2c3cnccc3N3c4c2cccc4B2c4cc5c(cc4N(c4ccccc4)c4cc6oc7ccccc7c6c3c42)oc2ccccc25)cc1,54
MR_Gen_373,c1ccc(N2c3cccc4c3B3c5c-4cccc5N(c4c5c(cc6c4c4cccc7c4n6-c4ccccc4S7)oc4ccccc45)c4cccc2c43)cc1,54
MR_Gen_374,c1ccc(N2c3ccccc3B3c4cccc5c4N(c4cccc2c43)c2c(ccc3c2c2ccccc2n3-c2cccc3ccccc23)[Se]5)cc1,51
MR_Gen_375,c1ccc(N2c3cccc4c3B(c3ccc5oc6ccccc6c5c3N4c3ccccc3)c3c2ccc2ccccc32)cc1,44
MR_Gen_376,O=P1(c2ccccn2)c2cccc3c2N2c4c1ccc1c4B(c4ccccc4-1)c1c2c2c(c4ccccc14)N(c1ccccc1)c1ccccc1B32,52
MR_Gen_377,O=S1(=O)c2cc3c4c5c2-n2c6c(cccc6c6ccnc1c62)B5c1c(ccc2cc5ccccc5cc12)N4c1cccc2c1B3c1ccccc1-2,51
MR_Gen_378,O=S1(=O)c2ccc3ccccc3c2N2c3ccc4ccccc4c3B3c4c2c1c1c2c4-n4c5c6c(ccc5c5c7ccccc7cc3c54)-c3cccc-1c3B26,55
MR_Gen_379,O=S1(=O)c2ccccc2N2c3ccc4ccccc4c3B3c4c5c6c(c1c42)-c1cccc2c1B6c1c-2cccc1N5c1ccc2ccccc2c13,51
MR_Gen_380,c1ccc(N2c3ccccc3B3c4ccc5c6c4N(c4cccc2c43)c2cccc3c2B6c2c(cccc2N5c2ccccc2)N3c2ccccc2)cc1,54
MR_Gen_381,c1ccc(N2c3cccc4c3B3c5c6c(cc7c5N5c8c(ccc2c83)-n2c3ccccc3c3cc8c(c5c32)B7c2cnccc2-8)Oc2ccccc2N46)cc1,55
MR_Gen_382,c1ccc2c(B3c4ccc5c6c4-n4c7c(c8ccccc8cc7c7c8ccoc8cc3c74)B6c3cccc4c6c7ccccc7ccc6n-5c34)cccc2c1,55
MR_Gen_383,c1ccc2c(c1)Oc1cc3c4c5c1N2c1cccc2c1B5c1c(cc5ccoc5c1N4c1cccc4c1B3c1ccccc1-4)S2,45
MR_Gen_384,c1ccc2c(c1)B1c3cc4c5c6c3N(c3cccc-2c31)c1ccc2ccccc2c1B6c1cccc2c3cccc(c3n-5c12)O4,45
MR_Gen_385,c1cc2c3c(c1)-c1c4c5c6c7c1B3c1c-2cccc1N7c1nccc2c1B6c1c(ccc3c6cccc(c6n-5c13)O4)S2,42
MR_Gen_386,c1ccc2c(c1)[Se]c1cc3c4ccc5c6c4n4c3c3c1N2c1ccc2c7cccc8c7n7c2c1B3c1c-7c(cc(c1-4)B6c1ccccc1-5)O8,49
MR_Gen_387,c1ccc2c(c1)B1c3c(cc4c5c3N(c3cccc6c3B5c3c-6cc5ccccc5c3-4)c3ccc4occc4c31)N2c1cccc2ccccc12,51
MR_Gen_388,c1ccc(B2c3cccc4c3-n3c5c2cccc5c2c5c6c7c(c23)B4c2cnccc2N7c2ccccc2B6c2ccccc2O5)cc1,48
MR_Gen_389,O=S1(=O)c2cccc3c2N2c4c(cccc4B4c5c2c1c1c2c5-n5c6c4cccc6c4ccc6c(c45)B2c2c(cc4ccccc4c2-6)[Se]1)B3c1ccccc1,55
MR_Gen_390,c1ccc(N2c3cc4oc5ccccc5c4cc3B3c4cccc5c4N4c6c(cccc6N(c6ccc7ccccc7c6)c6ccc2c3c64)[Se]5)cc1,52
MR_Gen_391,c1ccc(N2c3cc4oc5cc6ccccc6cc5c4cc3B3c4cccc5c4N4c6c(cccc6N(c6ccncc6)c6ccc2c3c64)[Se]5)cc1,52
MR_Gen_392,O=S1(=O)c2ccccc2N2c3ccccc3B3c4c5c6c(c1c42)B1c2ccccc2-c2ccc4c(c21)B6c1c-4cccc1N5c1ccc2ccncc2c13,54
MR_Gen_393,O=S1(=O)c2cccc3c2N2c4c5c6c7c(c41)-c1cccc4c1B7c1c-4ccc4c1N6c1c(ccc6c1B4c1ccccc1-6)B5c1cc4ccccc4c(c12)[Se]3,55
MR_Gen_394,c1ccc(N2c3c4c5c(c6ccccc36)c3ccccc3n5-c3ccc5ccccc5c3B4c3ccc4oc5ccccc5c4c32)cc1,48
MR_Gen_395,O=C1c2ccc3c4ccc5c6c4n4c3c2B2c3c-4c(cc4c3-n3c7c(cc8occc8c7c7c8occc8c1c2c73)S4(=O)=O)B6c1ccc2ccccc2c1-5,55
MR_Gen_396,c1ccc(B2c3ccccc3N3c4cc5ccccc5c5c4B4c6c(cccc6N5c5ccccc5)N(c5ccccc5)c5ccc2c3c54)cc1,51
MR_Gen_397,c1ccc2c(c1)B(c1ccc3ccccc3c1)c1cc3c4ccccc4n4c3c3c1N2c1ccncc1B3c1ccccc1-4,44
MR_Gen_398,O=P1(c2ccccc2)c2cccc3c2B2c4c(cccc41)-n1c4ccccc4c4c5c6c(c2c41)N3c1ccccc1B6c1ccccc1B5c1ccccc1,55
MR_Gen_399,c1ccc2c(c1)B1c3ccccc3N3c4c1c1c5c(c4-n4c6ccccc6c6c7c(ccc8ccoc87)cc3c64)Oc3cccc4c3B5c3c-4cccc3N21,55
MR_Gen_400,c1ccc(N2c3ccc4c5c3B3c6c(cccc6N6c7ccccc7Sc7ccc2c3c76)B5c2cc3ccncc3cc2-4)cc1,45
MR_Gen_401,c1ccc(B2c3cccc4c3N(c3cc5c6c7c3B4c3ccccc3N7c3c4c(cc7ccccc37)-c3cccc-5c3B64)c3c2ccc2ccccc32)cc1,55
MR_Gen_402,O=S1(=O)c2ccccc2N2c3cc4ccccc4c4c3B3c5c-4ccc4c5N5c6c(ccc7c6B(c6ccccc6-7)c6cc1c2c3c65)B4c1ccccc1,54
MR_Gen_403,c1ccc(N2c3ccc4ccccc4c3N3c4ccccc4B4c5c3c2c2c3c5-n5c6c4cccc6c4c6occc6c6c(c45)B3c3c(cccc3-6)O2)cc1,55
MR_Gen_404,c1ccc2c(c1)B1c3cccc4c3N(c3cccc5c3B4c3cc4ccoc4cc3[Se]5)c3ccc4c(c31)N2c1cccc2c1B4c1cc3ccccc3cc1-2,55
MR_Gen_405,c1ccc(N2c3cccc4c3B3c5c2cccc5N2c5cccc6c5B(c5ccccc5-6)c5ccc(c3c52)N4c2ccccc2)cc1,47
MR_Gen_406,c1cc2c3c(c1)Sc1ccc4c5c1N3c1c(c3c6c7c1B5c1c-4ccc4c5ccc8c(c5n-7c14)B6c1c-8cccc1-3)O2,42
MR_Gen_407,c1ccc(N2c3cccc4c3B3c5c6c(cc7c5-n5c8c(cccc8c8ccc2c3c85)O7)B2c3ccccc3-c3cccc(c32)N46)cc1,48
MR_Gen_408,c1ccc(N2c3cccc4c3B3c5c6c(cc7c5N5c8c(ccc9c8B7c7ccccc7-9)-n7c8ccccc8c8cc2c3c5c87)Oc2ccccc2N46)cc1,55
MR_Gen_409,c1ccc(N2c3ccc4c5c3B(c3ccc6oc7ccccc7c6c32)c2c3ccccc3cc3c6cccc(c6n-5c23)N4c2ccccc2)cc1,51
MR_Gen_410,c1ccc(N2c3ccccc3B3c4cc5c(cc4N4c6c(ccc2c63)N(c2ccccc2)c2ccc3ccccc3c24)oc2ccccc25)cc1,51
MR_Gen_411,c1ccc(B2c3ccc4c5c3-n3c6c2cccc6c2cc6ccccc6c(c23)B5c2ccccc2N4c2ccccc2)cc1,44
MR_Gen_412,c1ccc2c(c1)B1c3cc4c5c6c3-n3c7c(cccc7c7ccc-2c1c73)B6c1cccc2c3cccc(c3n-5c12)O4,41
MR_Gen_413,O=S1(=O)c2c3c4c5c6c2-n2c7c1cccc7c1nc7c8c(c12)B6c1c(cc2ccccc2c1B8c1ccccc1-7)N5c1cccc2c1B4c1c-2cccc1-3,54
MR_Gen_414,O=P12c3ccc4c5c3N3c6c(ccc(c61)-c1cccnc12)B1c2c3c(c3ccccc3c2-n2c3ccccc3c3cccc1c32)B5c1ccccc1-4,52
MR_Gen_415,c1ccc(B2c3ccccc3N3c4cc5c6c7c4B(c4cccc2c43)c2cccc3c4ccc8c(c4n-7c23)B6c2c(cccc2B8c2ccccc2)O5)cc1,55
MR_Gen_416,c1cc2c3c(c1)B1c4cc5c(cc4-n4c6c1c1c(cc6c6c7ccccc7c7c8ccccc8oc7c64)c4cccc(c4n1-3)[Se]2)oc1nc2occc2cc15,55
MR_Gen_417,c1ccc(-n2c3ccccc3c3ccc4c(c32)B2c3cc5c6c7c3N(c3cccc8c3B7c3c(ccc7c9cccc(c9n-6c37)O5)S8)c3nccc-4c32)cc1,55
MR_Gen_418,c1ccc2c(c1)Oc1cc3c4c5c1N2c1cccc2c1B5c1c-2cc2c5ccccc5n5c2c1N4c1c-5ccc2c1B3c1ccccc1-2,48
MR_Gen_419,c1ccc2c(c1)B1c3cc4c5c6c3N(c3cccc-2c31)c1cccc2c1B6c1c3c(cc6c7cccc(c7n-5c16)O4)[Se]c1ccc4ccccc4c1N23,53
MR_Gen_420,O=P1(c2ccccc2)c2cccc3c2B2c4c1ccc1c4N4c5c(cccc5N1c1ccccc1)B(c1ccccc1)c1cc5c6ccccc6n-3c5c2c14,55
MR_Gen_421,c1ccc2c(c1)B1c3ccc4c5c3-n3c6c(cccc6c6ccc-2c1c63)B5c1cccc2c1N4c1ccccc1B2c1ccc2occc2c1,50
MR_Gen_422,c1cc2c3c(c1)-c1c4c5c6c7c1B3c1c-2ccc2c1N7c1c(cc3ccccc3c1B6c1cccc3c6cccc(c6n-5c13)O4)[Se]2,46
MR_Gen_423,c1ccc(N2c3ccccc3B3c4ccccc4N(c4cccc5c4c4cc6occc6cc4n5-c4ccccc4)c4cccc2c43)cc1,49
MR_Gen_424,O=S1(=O)c2ccccc2N2c3cccc4c3B3c5c-4ccc4c5N5c6c(cccc6B6c7ccccc7N(c7ccccc7)c7c6c5c3c2c71)[Se]4,51
MR_Gen_425,c1cc2c3c(c1)N(c1cccc4c1oc1cc5ccoc5cc14)c1cc4oc5ncccc5c4c4c1B3c1c-4ccc3c1N2c1c(ccc2ccccc12)[Se]3,55
MR_Gen_426,O=S1(=O)c2c3c4c5c6c2-n2c7c1cccc7c1c7ccccc7cc(c12)B6c1cccc2c1N5c1c(ccc5c1B4c1c-5cccc1-3)B2c1ccccc1,54
MR_Gen_427,c1ccc2c(c1)Oc1cc3c4c5c1N2c1ccc2c6c1N5c1c(cc5c7c1B4c1c-3ccc3c4cccc(c4n-7c13)O5)B6c1ccccc1-2,49
MR_Gen_428,c1ccc(N2c3ccc4c(oc5ccccc54)c3N3c4cccc5c4B4c6c(ccc7c6N5c5ccccc5[Se]7)-c5c4c3c2c2oc3ncccc3c52)cc1,55
MR_Gen_429,c1cc2c3c(c1)-c1c4c5c(c6cc7occc7cc16)c1ccc6c7c1n5-c1c(c-2c2c5c1B7c1c(c7ccccc7c7c8cccc(c8n-5c17)O2)S6)B34,53
MR_Gen_430,O=c1c2ccccc2n2c3c(cccc13)B1c3cccc4c3N3c5c(ccc6c5B(c5ccccc5-6)c5c3c1c-2c1ccccc51)O4,47
MR_Gen_431,c1ccc(B2c3ccc4c(oc5ccccc54)c3N3c4cccc5c4B4c6c(ccc7c6N5c5ccccc5[Se]7)-c5c4c3c2c2oc3ncccc3c52)cc1,55
MR_Gen_432,c1ccc2c(c1)Oc1cc3c4c5c1B2c1ccccc1N5c1ccncc1B4c1ccccc1N3c1cc2c3ccccc3n3c4ccccc4c(c1)c23,54
MR_Gen_433,c1ccc(N2c3cccc4c3N3c5c(cccc52)B2c5c3c(c3c6c5-n5c7c2cccc7c2c7ccccc7c7c(c25)B6c2c-3cccc2-7)O4)cc1,52
MR_Gen_434,c1ccc2c(c1)B1c3ccc4c5c3-n3c6c(cccc6c6ccc-2c1c63)B5c1cccc2c1N4c1cccc3c1B2c1cc2ccoc2cc1[Se]3,51
MR_Gen_435,c1ccc(N2c3ccccc3B3c4cccc5c4N(c4c3c2cc2ccccc42)c2c(ccc3c2c2cc4ccccc4cc2n3-c2ccccc2)[Se]5)cc1,55
MR_Gen_436,c1ccc2c(c1)Oc1cccc3c1B2c1cccc2c1N3c1ccc3c4c1B2c1ccccc1N4c1cccc2c1B3c1ccccc1-2,48
MR_Gen_437,O=S1(=O)c2ccccc2N2c3ccccc3B3c4c2c1c1c2c4-n4c5c6c(ccc5c5cc7ccccc7c3c54)-c3cccc(c3B26)B1c1ccccc1,54
MR_Gen_438,O=S1(=O)c2ccccc2N2c3ccccc3B3c4c5c(cc1c42)B1c2ccccc2-c2ccc4c(c21)N5c1c(cc2ccccc2c13)B4c1ccccc1,54
MR_Gen_439,O=S1(=O)c2cc3occc3cc2N2c3ccccc3B3c4ccccc4N4c5cccc6c5B5c7c-6cccc7N(c6ccccc6)c6c5c4c3c2c61,53
MR_Gen_440,c1ccc(B2c3ccccc3N3c4ccncc4B4c5ccccc5N(c5cc6c7ccccc7n7c8ccccc8c(c5)c67)c5ccc2c3c54)cc1,53
MR_Gen_441,O=S1(=O)c2cccc3c2N2c4c1ccc1c4B4c5c2c(c2c6c5-n5c7c8c(ccc7c7c9ccccc9c-1c4c75)-c1cccc(c1B68)[Se]2)S3(=O)=O,51
MR_Gen_442,c1ccc(B2c3cccc4c3B3c5c2cccc5N2c5cccc6c5B5c7c-6cccc7-c6c7c(c3c2c65)N4c2cc3ccccc3cc2O7)cc1,52
MR_Gen_443,c1ccc(N2c3ccccc3B3c4c2ccc2c4N(c4cccc5c4B2c2ccccc2S5)c2ccc4ccccc4c23)cc1,45
MR_Gen_444,O=S1(=O)c2cccc3c2B2c4c-3cccc4N3c4cccc5c4B4c6c3c2c1c1c6-n2c3c(cccc3c3c6c(oc7ccccc76)c-5c4c32)O1,51
MR_Gen_445,c1cc2c3c(c1)-c1c4c5c6c7c1B3c1c-2cccc1N7c1ccc2ccccc2c1B6c1cccc2c3cccc(c3n-5c12)O4,45
MR_Gen_446,O=S1(=O)c2cc3oc4occc4c3cc2N2c3cccc4c3B3c5c2c1cc1c5-n2c5c6c(ccc5c5c7ccccc7c-4c3c52)-c2ccccc2B16,53
MR_Gen_447,c1ccc2c(c1)B1c3cc4c5c6c3N3c7c(ccc8c7B(c7cc9ccccc9cc7-8)c7ccc-2c1c73)B6c1cccc2c3cccc(c3n-5c12)O4,52
